dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,hum,windspeed,cnt,season_name,recency
2011-12-15,4,0,12,0,4,1,2,0.634167,0.268042,3709,Winter,382
2011-12-16,4,0,12,0,5,1,2,0.500417,0.260575,3577,Winter,381
2011-12-17,4,0,12,0,6,0,2,0.560833,0.243167,2739,Winter,380
2011-12-18,4,0,12,0,0,0,1,0.58625,0.169779,2431,Winter,379
2011-12-19,4,0,12,0,1,1,1,0.6375,0.172896,3403,Winter,378
2011-12-20,4,0,12,0,2,1,2,0.595417,0.0615708,3750,Winter,377
2011-12-21,1,0,12,0,3,1,2,0.858333,0.2214,2660,Spring,376
2011-12-22,1,0,12,0,4,1,2,0.7575,0.047275,3068,Spring,375
2011-12-23,1,0,12,0,5,1,1,0.68625,0.274246,2209,Spring,374
2011-12-24,1,0,12,0,6,0,1,0.5425,0.190304,1011,Spring,373
2011-12-25,1,0,12,0,0,0,1,0.681304,0.155091,754,Spring,372
2011-12-26,1,0,12,1,1,0,1,0.506957,0.239465,1317,Spring,371
2011-12-27,1,0,12,0,2,1,2,0.7625,0.18845,1162,Spring,370
2011-12-28,1,0,12,0,3,1,1,0.503913,0.293961,2302,Spring,369
2011-12-29,1,0,12,0,4,1,1,0.574167,0.119412,2423,Spring,368
2011-12-30,1,0,12,0,5,1,1,0.636667,0.134337,2999,Spring,367
2011-12-31,1,0,12,0,6,0,1,0.615833,0.220154,2485,Spring,366
2012-01-01,1,1,1,0,0,0,1,0.6925,0.192167,2294,Spring,365
2012-01-02,1,1,1,1,1,0,1,0.381304,0.329665,1951,Spring,364
2012-01-03,1,1,1,0,2,1,1,0.44125,0.365671,2236,Spring,363
2012-01-04,1,1,1,0,3,1,2,0.414583,0.1847,2368,Spring,362
2012-01-05,1,1,1,0,4,1,1,0.524167,0.129987,3272,Spring,361
2012-01-06,1,1,1,0,5,1,1,0.542083,0.167908,4098,Spring,360
2012-01-07,1,1,1,0,6,0,1,0.531667,0.174758,4521,Spring,359
2012-01-08,1,1,1,0,0,0,1,0.465,0.191542,3425,Spring,358
2012-01-09,1,1,1,0,1,1,2,0.701667,0.0989,2376,Spring,357
2012-01-10,1,1,1,0,2,1,1,0.646522,0.187552,3598,Spring,356
2012-01-11,1,1,1,0,3,1,2,0.8475,0.131221,2177,Spring,355
2012-01-12,1,1,1,0,4,1,2,0.802917,0.180967,4097,Spring,354
2012-01-13,1,1,1,0,5,1,1,0.5075,0.378108,3214,Spring,353
2012-01-14,1,1,1,0,6,0,1,0.4575,0.187183,2493,Spring,352
2012-01-15,1,1,1,0,0,0,1,0.419167,0.251258,2311,Spring,351
2012-01-16,1,1,1,1,1,0,1,0.5225,0.231358,2298,Spring,350
2012-01-17,1,1,1,0,2,1,2,0.716087,0.34913,2935,Spring,349
2012-01-18,1,1,1,0,3,1,1,0.443333,0.415429,3376,Spring,348
2012-01-19,1,1,1,0,4,1,1,0.4975,0.220158,3292,Spring,347
2012-01-20,1,1,1,0,5,1,2,0.45,0.20275,3163,Spring,346
2012-01-21,1,1,1,0,6,0,2,0.83125,0.222642,1301,Spring,345
2012-01-22,1,1,1,0,0,0,2,0.79625,0.199638,1977,Spring,344
2012-01-23,1,1,1,0,1,1,2,0.91125,0.110708,2432,Spring,343
2012-01-24,1,1,1,0,2,1,1,0.835833,0.123767,4339,Spring,342
2012-01-25,1,1,1,0,3,1,1,0.64375,0.161071,4270,Spring,341
2012-01-26,1,1,1,0,4,1,2,0.769583,0.0733958,4075,Spring,340
2012-01-27,1,1,1,0,5,1,2,0.74125,0.342667,3456,Spring,339
2012-01-28,1,1,1,0,6,0,1,0.543333,0.210829,4023,Spring,338
2012-01-29,1,1,1,0,0,0,1,0.31125,0.24005,3243,Spring,337
2012-01-30,1,1,1,0,1,1,1,0.400833,0.215792,3624,Spring,336
2012-01-31,1,1,1,0,2,1,1,0.416667,0.261817,4509,Spring,335
2012-02-01,1,1,2,0,3,1,1,0.507917,0.189067,4579,Spring,334
2012-02-02,1,1,2,0,4,1,2,0.672917,0.187187,3761,Spring,333
2012-02-03,1,1,2,0,5,1,1,0.526667,0.178496,4151,Spring,332
2012-02-04,1,1,2,0,6,0,2,0.779583,0.121896,2832,Spring,331
2012-02-05,1,1,2,0,0,0,2,0.687917,0.175996,2947,Spring,330
2012-02-06,1,1,2,0,1,1,1,0.622174,0.1538,3784,Spring,329
2012-02-07,1,1,2,0,2,1,1,0.49625,0.147379,4375,Spring,328
2012-02-08,1,1,2,0,3,1,2,0.722917,0.133721,2802,Spring,327
2012-02-09,1,1,2,0,4,1,1,0.562083,0.194037,3830,Spring,326
2012-02-10,1,1,2,0,5,1,2,0.54,0.116929,3831,Spring,325
2012-02-11,1,1,2,0,6,0,3,0.73125,0.289796,2169,Spring,324
2012-02-12,1,1,2,0,0,0,1,0.464583,0.409212,1529,Spring,323
2012-02-13,1,1,2,0,1,1,1,0.41125,0.167283,3422,Spring,322
2012-02-14,1,1,2,0,2,1,2,0.50875,0.141179,3922,Spring,321
2012-02-15,1,1,2,0,3,1,1,0.53125,0.1816,4169,Spring,320
2012-02-16,1,1,2,0,4,1,2,0.752917,0.091425,3005,Spring,319
2012-02-17,1,1,2,0,5,1,1,0.634583,0.205846,4154,Spring,318
2012-02-18,1,1,2,0,6,0,1,0.534583,0.190929,4318,Spring,317
2012-02-19,1,1,2,0,0,0,2,0.515833,0.253112,2689,Spring,316
2012-02-20,1,1,2,1,1,0,1,0.507826,0.229083,3129,Spring,315
2012-02-21,1,1,2,0,2,1,1,0.594348,0.205717,3777,Spring,314
2012-02-22,1,1,2,0,3,1,1,0.567917,0.234471,4773,Spring,313
2012-02-23,1,1,2,0,4,1,1,0.554583,0.190913,5062,Spring,312
2012-02-24,1,1,2,0,5,1,2,0.7375,0.237567,3487,Spring,311
2012-02-25,1,1,2,0,6,0,1,0.395833,0.421642,2732,Spring,310
2012-02-26,1,1,2,0,0,0,1,0.41,0.205229,3389,Spring,309
2012-02-27,1,1,2,0,1,1,1,0.490833,0.268033,4322,Spring,308
2012-02-28,1,1,2,0,2,1,1,0.395833,0.193417,4363,Spring,307
2012-02-29,1,1,2,0,3,1,2,0.804783,0.179117,1834,Spring,306
2012-03-01,1,1,3,0,4,1,1,0.615417,0.226987,4990,Spring,305
2012-03-02,1,1,3,0,5,1,2,0.657083,0.144904,3194,Spring,304
2012-03-03,1,1,3,0,6,0,2,0.62125,0.161079,4066,Spring,303
2012-03-04,1,1,3,0,0,0,1,0.403333,0.334571,3423,Spring,302
2012-03-05,1,1,3,0,1,1,1,0.50625,0.228858,3333,Spring,301
2012-03-06,1,1,3,0,2,1,1,0.456667,0.200875,3956,Spring,300
2012-03-07,1,1,3,0,3,1,1,0.513333,0.345779,4916,Spring,299
2012-03-08,1,1,3,0,4,1,1,0.5675,0.441563,5382,Spring,298
2012-03-09,1,1,3,0,5,1,2,0.407083,0.4148,4569,Spring,297
2012-03-10,1,1,3,0,6,0,1,0.350417,0.22575,4118,Spring,296
2012-03-11,1,1,3,0,0,0,1,0.476957,0.222587,4911,Spring,295
2012-03-12,1,1,3,0,1,1,1,0.489167,0.207713,5298,Spring,294
2012-03-13,1,1,3,0,2,1,1,0.6175,0.23695,5847,Spring,293
2012-03-14,1,1,3,0,3,1,1,0.507083,0.115062,6312,Spring,292
2012-03-15,1,1,3,0,4,1,1,0.579583,0.149883,6192,Spring,291
2012-03-16,1,1,3,0,5,1,2,0.842083,0.113192,4378,Spring,290
2012-03-17,1,1,3,0,6,0,2,0.755833,0.110704,7836,Spring,289
2012-03-18,1,1,3,0,0,0,2,0.81,0.126883,5892,Spring,288
2012-03-19,1,1,3,0,1,1,1,0.72875,0.162317,6153,Spring,287
2012-03-20,1,1,3,0,2,1,1,0.807917,0.121271,6093,Spring,286
2012-03-21,2,1,3,0,3,1,2,0.82125,0.0895583,6230,Summer,285
2012-03-22,2,1,3,0,4,1,1,0.83125,0.117562,6871,Summer,284
2012-03-23,2,1,3,0,5,1,2,0.694167,0.1163,8362,Summer,283
2012-03-24,2,1,3,0,6,0,2,0.885417,0.192783,3372,Summer,282
2012-03-25,2,1,3,0,0,0,2,0.880833,0.220775,4996,Summer,281
2012-03-26,2,1,3,0,1,1,1,0.477917,0.386821,5558,Summer,280
2012-03-27,2,1,3,0,2,1,1,0.29,0.187192,5102,Summer,279
2012-03-28,2,1,3,0,3,1,1,0.48125,0.291671,5698,Summer,278
2012-03-29,2,1,3,0,4,1,1,0.439167,0.31965,6133,Summer,277
2012-03-30,2,1,3,0,5,1,2,0.580833,0.138067,5459,Summer,276
2012-03-31,2,1,3,0,6,0,2,0.738333,0.250617,6235,Summer,275
2012-04-01,2,1,4,0,0,0,2,0.67625,0.172267,6041,Summer,274
2012-04-02,2,1,4,0,1,1,1,0.504348,0.312139,5936,Summer,273
2012-04-03,2,1,4,0,2,1,1,0.396667,0.100133,6772,Summer,272
2012-04-04,2,1,4,0,3,1,1,0.469583,0.180975,6436,Summer,271
2012-04-05,2,1,4,0,4,1,1,0.374167,0.219529,6457,Summer,270
2012-04-06,2,1,4,0,5,1,1,0.377083,0.300388,6460,Summer,269
2012-04-07,2,1,4,0,6,0,1,0.254167,0.274871,6857,Summer,268
2012-04-08,2,1,4,0,0,0,1,0.275833,0.232596,5169,Summer,267
2012-04-09,2,1,4,0,1,1,1,0.3175,0.358196,5585,Summer,266
2012-04-10,2,1,4,0,2,1,1,0.435,0.249375,5918,Summer,265
2012-04-11,2,1,4,0,3,1,1,0.469565,0.295274,4862,Summer,264
2012-04-12,2,1,4,0,4,1,1,0.46625,0.290429,5409,Summer,263
2012-04-13,2,1,4,0,5,1,1,0.408333,0.155471,6398,Summer,262
2012-04-14,2,1,4,0,6,0,1,0.502917,0.190917,7460,Summer,261
2012-04-15,2,1,4,0,0,0,1,0.507917,0.225129,7132,Summer,260
2012-04-16,2,1,4,1,1,0,1,0.561667,0.284829,6370,Summer,259
2012-04-17,2,1,4,0,2,1,1,0.390417,0.273629,6691,Summer,258
2012-04-18,2,1,4,0,3,1,2,0.569167,0.167912,4367,Summer,257
2012-04-19,2,1,4,0,4,1,1,0.6125,0.0659292,6565,Summer,256
2012-04-20,2,1,4,0,5,1,1,0.694583,0.149871,7290,Summer,255
2012-04-21,2,1,4,0,6,0,1,0.682917,0.283587,6624,Summer,254
2012-04-22,2,1,4,0,0,0,3,0.835417,0.344546,1027,Summer,253
2012-04-23,2,1,4,0,1,1,2,0.766667,0.303496,3214,Summer,252
2012-04-24,2,1,4,0,2,1,1,0.454167,0.249383,5633,Summer,251
2012-04-25,2,1,4,0,3,1,1,0.427917,0.118792,6196,Summer,250
2012-04-26,2,1,4,0,4,1,2,0.756667,0.176625,5026,Summer,249
2012-04-27,2,1,4,0,5,1,1,0.400833,0.347633,6233,Summer,248
2012-04-28,2,1,4,0,6,0,2,0.489583,0.129975,4220,Summer,247
2012-04-29,2,1,4,0,0,0,1,0.587083,0.116908,6304,Summer,246
2012-04-30,2,1,4,0,1,1,2,0.57,0.171638,5572,Summer,245
2012-05-01,2,1,5,0,2,1,2,0.659583,0.156096,5740,Summer,244
2012-05-02,2,1,5,0,3,1,1,0.797083,0.138058,6169,Summer,243
2012-05-03,2,1,5,0,4,1,2,0.768333,0.133696,6421,Summer,242
2012-05-04,2,1,5,0,5,1,1,0.735417,0.162938,6296,Summer,241
2012-05-05,2,1,5,0,6,0,2,0.756667,0.152992,6883,Summer,240
2012-05-06,2,1,5,0,0,0,2,0.74,0.149879,6359,Summer,239
2012-05-07,2,1,5,0,1,1,2,0.664167,0.230721,6273,Summer,238
2012-05-08,2,1,5,0,2,1,2,0.685833,0.296029,5728,Summer,237
2012-05-09,2,1,5,0,3,1,2,0.744167,0.216412,4717,Summer,236
2012-05-10,2,1,5,0,4,1,1,0.552083,0.314063,6572,Summer,235
2012-05-11,2,1,5,0,5,1,1,0.360417,0.236937,7030,Summer,234
2012-05-12,2,1,5,0,6,0,1,0.480417,0.123133,7429,Summer,233
2012-05-13,2,1,5,0,0,0,1,0.57625,0.225117,6118,Summer,232
2012-05-14,2,1,5,0,1,1,2,0.789583,0.212692,2843,Summer,231
2012-05-15,2,1,5,0,2,1,2,0.794583,0.147392,5115,Summer,230
2012-05-16,2,1,5,0,3,1,1,0.697917,0.122512,7424,Summer,229
2012-05-17,2,1,5,0,4,1,1,0.52,0.229475,7384,Summer,228
2012-05-18,2,1,5,0,5,1,1,0.523333,0.136817,7639,Summer,227
2012-05-19,2,1,5,0,6,0,1,0.45625,0.083975,8294,Summer,226
2012-05-20,2,1,5,0,0,0,1,0.530417,0.254367,7129,Summer,225
2012-05-21,2,1,5,0,1,1,2,0.81125,0.233204,4359,Summer,224
2012-05-22,2,1,5,0,2,1,2,0.765833,0.118167,6073,Summer,223
2012-05-23,2,1,5,0,3,1,2,0.774583,0.102,5260,Summer,222
2012-05-24,2,1,5,0,4,1,1,0.716667,0.172896,6770,Summer,221
2012-05-25,2,1,5,0,5,1,1,0.747083,0.14055,6734,Summer,220
2012-05-26,2,1,5,0,6,0,1,0.7325,0.198992,6536,Summer,219
2012-05-27,2,1,5,0,0,0,1,0.697083,0.215171,6591,Summer,218
2012-05-28,2,1,5,1,1,0,1,0.67625,0.196521,6043,Summer,217
2012-05-29,2,1,5,0,2,1,1,0.684583,0.2954,5743,Summer,216
2012-05-30,2,1,5,0,3,1,2,0.67,0.134329,6855,Summer,215
2012-05-31,2,1,5,0,4,1,1,0.492917,0.195279,7338,Summer,214
2012-06-01,2,1,6,0,5,1,2,0.755417,0.237563,4127,Summer,213
2012-06-02,2,1,6,0,6,0,1,0.549167,0.186562,8120,Summer,212
2012-06-03,2,1,6,0,0,0,1,0.493333,0.184087,7641,Summer,211
2012-06-04,2,1,6,0,1,1,1,0.487083,0.284833,6998,Summer,210
2012-06-05,2,1,6,0,2,1,2,0.613333,0.209575,7001,Summer,209
2012-06-06,2,1,6,0,3,1,1,0.61125,0.077125,7055,Summer,208
2012-06-07,2,1,6,0,4,1,1,0.567083,0.15735,7494,Summer,207
2012-06-08,2,1,6,0,5,1,1,0.467917,0.175383,7736,Summer,206
2012-06-09,2,1,6,0,6,0,1,0.437083,0.144287,7498,Summer,205
2012-06-10,2,1,6,0,0,0,1,0.538333,0.133721,6598,Summer,204
2012-06-11,2,1,6,0,1,1,2,0.587917,0.207713,6664,Summer,203
2012-06-12,2,1,6,0,2,1,2,0.833333,0.214546,4972,Summer,202
2012-06-13,2,1,6,0,3,1,1,0.582083,0.343279,7421,Summer,201
2012-06-14,2,1,6,0,4,1,1,0.569583,0.253733,7363,Summer,200
2012-06-15,2,1,6,0,5,1,1,0.589583,0.176617,7665,Summer,199
2012-06-16,2,1,6,0,6,0,1,0.504167,0.166667,7702,Summer,198
2012-06-17,2,1,6,0,0,0,1,0.59875,0.144904,6978,Summer,197
2012-06-18,2,1,6,0,1,1,2,0.777917,0.174746,5099,Summer,196
2012-06-19,2,1,6,0,2,1,1,0.69,0.148017,6825,Summer,195
2012-06-20,2,1,6,0,3,1,1,0.592083,0.113812,6211,Summer,194
2012-06-21,3,1,6,0,4,1,1,0.567917,0.118787,5905,Fall,193
2012-06-22,3,1,6,0,5,1,1,0.57375,0.182842,5823,Fall,192
2012-06-23,3,1,6,0,6,0,1,0.534583,0.179721,7458,Fall,191
2012-06-24,3,1,6,0,0,0,1,0.479167,0.145525,6891,Fall,190
2012-06-25,3,1,6,0,1,1,1,0.504167,0.300383,6779,Fall,189
2012-06-26,3,1,6,0,2,1,1,0.373333,0.347642,7442,Fall,188
2012-06-27,3,1,6,0,3,1,1,0.36,0.271775,7335,Fall,187
2012-06-28,3,1,6,0,4,1,1,0.4225,0.17165,6879,Fall,186
2012-06-29,3,1,6,0,5,1,1,0.48875,0.165417,5463,Fall,185
2012-06-30,3,1,6,0,6,0,1,0.60125,0.161071,5687,Fall,184
2012-07-01,3,1,7,0,0,0,1,0.51875,0.168529,5531,Fall,183
2012-07-02,3,1,7,0,1,1,1,0.447083,0.195267,6227,Fall,182
2012-07-03,3,1,7,0,2,1,1,0.492083,0.126237,6660,Fall,181
2012-07-04,3,1,7,1,3,0,1,0.53875,0.13495,7403,Fall,180
2012-07-05,3,1,7,0,4,1,1,0.457917,0.194029,6241,Fall,179
2012-07-06,3,1,7,0,5,1,1,0.450833,0.146142,6207,Fall,178
2012-07-07,3,1,7,0,6,0,1,0.492083,0.163554,4840,Fall,177
2012-07-08,3,1,7,0,0,0,1,0.57375,0.125629,4672,Fall,176
2012-07-09,3,1,7,0,1,1,2,0.683333,0.180975,6569,Fall,175
2012-07-10,3,1,7,0,2,1,2,0.6675,0.151737,6290,Fall,174
2012-07-11,3,1,7,0,3,1,1,0.633333,0.151733,7264,Fall,173
2012-07-12,3,1,7,0,4,1,1,0.529583,0.146775,7446,Fall,172
2012-07-13,3,1,7,0,5,1,2,0.485833,0.08085,7499,Fall,171
2012-07-14,3,1,7,0,6,0,2,0.699167,0.143679,6969,Fall,170
2012-07-15,3,1,7,0,0,0,1,0.717917,0.166667,6031,Fall,169
2012-07-16,3,1,7,0,1,1,1,0.645,0.164187,6830,Fall,168
2012-07-17,3,1,7,0,2,1,1,0.505833,0.114429,6786,Fall,167
2012-07-18,3,1,7,0,3,1,1,0.577083,0.137442,5713,Fall,166
2012-07-19,3,1,7,0,4,1,1,0.600417,0.165429,6591,Fall,165
2012-07-20,3,1,7,0,5,1,2,0.844167,0.208967,5870,Fall,164
2012-07-21,3,1,7,0,6,0,3,0.865417,0.2133,4459,Fall,163
2012-07-22,3,1,7,0,0,0,2,0.7625,0.0939208,7410,Fall,162
2012-07-23,3,1,7,0,1,1,1,0.694167,0.138683,6966,Fall,161
2012-07-24,3,1,7,0,2,1,1,0.655,0.211454,7592,Fall,160
2012-07-25,3,1,7,0,3,1,1,0.45,0.1648,8173,Fall,159
2012-07-26,3,1,7,0,4,1,1,0.596667,0.284813,6861,Fall,158
2012-07-27,3,1,7,0,5,1,1,0.594583,0.152992,6904,Fall,157
2012-07-28,3,1,7,0,6,0,1,0.613333,0.15735,6685,Fall,156
2012-07-29,3,1,7,0,0,0,1,0.62375,0.170396,6597,Fall,155
2012-07-30,3,1,7,0,1,1,1,0.66875,0.153617,7105,Fall,154
2012-07-31,3,1,7,0,2,1,1,0.704167,0.165425,7216,Fall,153
2012-08-01,3,1,8,0,3,1,1,0.6775,0.141179,7580,Fall,152
2012-08-02,3,1,8,0,4,1,1,0.659583,0.129354,7261,Fall,151
2012-08-03,3,1,8,0,5,1,2,0.6425,0.215792,7175,Fall,150
2012-08-04,3,1,8,0,6,0,1,0.613333,0.257458,6824,Fall,149
2012-08-05,3,1,8,0,0,0,1,0.6525,0.290421,5464,Fall,148
2012-08-06,3,1,8,0,1,1,2,0.654167,0.129354,7013,Fall,147
2012-08-07,3,1,8,0,2,1,2,0.70375,0.116908,7273,Fall,146
2012-08-08,3,1,8,0,3,1,2,0.672917,0.1107,7534,Fall,145
2012-08-09,3,1,8,0,4,1,1,0.620417,0.1561,7286,Fall,144
2012-08-10,3,1,8,0,5,1,2,0.715833,0.238813,5786,Fall,143
2012-08-11,3,1,8,0,6,0,2,0.732917,0.206479,6299,Fall,142
2012-08-12,3,1,8,0,0,0,1,0.530417,0.122512,6544,Fall,141
2012-08-13,3,1,8,0,1,1,1,0.545417,0.136212,6883,Fall,140
2012-08-14,3,1,8,0,2,1,1,0.686667,0.169158,6784,Fall,139
2012-08-15,3,1,8,0,3,1,1,0.619583,0.169771,7347,Fall,138
2012-08-16,3,1,8,0,4,1,1,0.519167,0.141796,7605,Fall,137
2012-08-17,3,1,8,0,5,1,1,0.570833,0.231354,7148,Fall,136
2012-08-18,3,1,8,0,6,0,1,0.603333,0.177867,7865,Fall,135
2012-08-19,3,1,8,0,0,0,2,0.711667,0.08645,4549,Fall,134
2012-08-20,3,1,8,0,1,1,2,0.734167,0.129979,6530,Fall,133
2012-08-21,3,1,8,0,2,1,1,0.67375,0.0727708,7006,Fall,132
2012-08-22,3,1,8,0,3,1,1,0.677083,0.0702833,7375,Fall,131
2012-08-23,3,1,8,0,4,1,1,0.635833,0.0845958,7765,Fall,130
2012-08-24,3,1,8,0,5,1,2,0.615,0.0721458,7582,Fall,129
2012-08-25,3,1,8,0,6,0,2,0.712917,0.244408,6053,Fall,128
2012-08-26,3,1,8,0,0,0,2,0.845833,0.228858,5255,Fall,127
2012-08-27,3,1,8,0,1,1,1,0.730417,0.128733,6917,Fall,126
2012-08-28,3,1,8,0,2,1,1,0.62,0.190925,7040,Fall,125
2012-08-29,3,1,8,0,3,1,1,0.552083,0.112562,7697,Fall,124
2012-08-30,3,1,8,0,4,1,1,0.590417,0.0771167,7713,Fall,123
2012-08-31,3,1,8,0,5,1,1,0.5875,0.168533,7350,Fall,122
2012-09-01,3,1,9,0,6,0,2,0.638333,0.113187,6140,Fall,121
2012-09-02,3,1,9,0,0,0,2,0.815,0.0640708,5810,Fall,120
2012-09-03,3,1,9,1,1,0,1,0.790833,0.151121,6034,Fall,119
2012-09-04,3,1,9,0,2,1,1,0.755,0.236321,6864,Fall,118
2012-09-05,3,1,9,0,3,1,1,0.74125,0.187808,7112,Fall,117
2012-09-06,3,1,9,0,4,1,2,0.810417,0.142421,6203,Fall,116
2012-09-07,3,1,9,0,5,1,1,0.73625,0.171646,7504,Fall,115
2012-09-08,3,1,9,0,6,0,2,0.799167,0.281104,5976,Fall,114
2012-09-09,3,1,9,0,0,0,1,0.5475,0.224496,8227,Fall,113
2012-09-10,3,1,9,0,1,1,1,0.50375,0.258713,7525,Fall,112
2012-09-11,3,1,9,0,2,1,1,0.52,0.0920542,7767,Fall,111
2012-09-12,3,1,9,0,3,1,1,0.577083,0.131846,7870,Fall,110
2012-09-13,3,1,9,0,4,1,1,0.637083,0.0827208,7804,Fall,109
2012-09-14,3,1,9,0,5,1,1,0.6725,0.103863,8009,Fall,108
2012-09-15,3,1,9,0,6,0,1,0.501667,0.247521,8714,Fall,107
2012-09-16,3,1,9,0,0,0,1,0.57,0.0901833,7333,Fall,106
2012-09-17,3,1,9,0,1,1,2,0.734583,0.151742,6869,Fall,105
2012-09-18,3,1,9,0,2,1,2,0.8725,0.357587,4073,Fall,104
2012-09-19,3,1,9,0,3,1,1,0.536667,0.215175,7591,Fall,103
2012-09-20,3,1,9,0,4,1,1,0.618333,0.118167,7720,Fall,102
2012-09-21,3,1,9,0,5,1,1,0.66875,0.154229,8167,Fall,101
2012-09-22,3,1,9,0,6,0,1,0.646667,0.283583,8395,Fall,100
2012-09-23,4,1,9,0,0,0,1,0.467083,0.223258,7907,Winter,99
2012-09-24,4,1,9,0,1,1,1,0.492917,0.142404,7436,Winter,98
2012-09-25,4,1,9,0,2,1,1,0.57,0.236321,7538,Winter,97
2012-09-26,4,1,9,0,3,1,1,0.630833,0.2444,7733,Winter,96
2012-09-27,4,1,9,0,4,1,2,0.690833,0.134342,7393,Winter,95
2012-09-28,4,1,9,0,5,1,2,0.69,0.164179,7415,Winter,94
2012-09-29,4,1,9,0,6,0,1,0.542917,0.227604,8555,Winter,93
2012-09-30,4,1,9,0,0,0,1,0.583333,0.134958,6889,Winter,92
2012-10-01,4,1,10,0,1,1,2,0.649167,0.0908042,6778,Winter,91
2012-10-02,4,1,10,0,2,1,3,0.871667,0.104475,4639,Winter,90
2012-10-03,4,1,10,0,3,1,2,0.79375,0.0665458,7572,Winter,89
2012-10-04,4,1,10,0,4,1,2,0.722917,0.117546,7328,Winter,88
2012-10-05,4,1,10,0,5,1,1,0.6275,0.10635,8156,Winter,87
2012-10-06,4,1,10,0,6,0,1,0.664167,0.268025,7965,Winter,86
2012-10-07,4,1,10,0,0,0,2,0.708333,0.141162,3510,Winter,85
2012-10-08,4,1,10,1,1,0,2,0.709583,0.189679,5478,Winter,84
2012-10-09,4,1,10,0,2,1,2,0.761667,0.1903,6392,Winter,83
2012-10-10,4,1,10,0,3,1,1,0.630833,0.187821,7691,Winter,82
2012-10-11,4,1,10,0,4,1,1,0.463333,0.181596,7570,Winter,81
2012-10-12,4,1,10,0,5,1,1,0.539167,0.235092,7282,Winter,80
2012-10-13,4,1,10,0,6,0,1,0.494583,0.146142,7109,Winter,79
2012-10-14,4,1,10,0,0,0,1,0.640417,0.278612,6639,Winter,78
2012-10-15,4,1,10,0,1,1,2,0.7075,0.296037,5875,Winter,77
2012-10-16,4,1,10,0,2,1,1,0.558333,0.182221,7534,Winter,76
2012-10-17,4,1,10,0,3,1,1,0.692917,0.101371,7461,Winter,75
2012-10-18,4,1,10,0,4,1,2,0.728333,0.236937,7509,Winter,74
2012-10-19,4,1,10,0,5,1,2,0.815,0.134954,5424,Winter,73
2012-10-20,4,1,10,0,6,0,1,0.572917,0.117537,8090,Winter,72
2012-10-21,4,1,10,0,0,0,1,0.51,0.166054,6824,Winter,71
2012-10-22,4,1,10,0,1,1,1,0.568333,0.0814833,7058,Winter,70
2012-10-23,4,1,10,0,2,1,1,0.641667,0.0945458,7466,Winter,69
2012-10-24,4,1,10,0,3,1,1,0.63625,0.0727792,7693,Winter,68
2012-10-25,4,1,10,0,4,1,2,0.800417,0.124375,7359,Winter,67
2012-10-26,4,1,10,0,5,1,2,0.807083,0.132467,7444,Winter,66
2012-10-27,4,1,10,0,6,0,2,0.72,0.235692,7852,Winter,65
2012-10-28,4,1,10,0,0,0,2,0.694583,0.398008,4459,Winter,64
2012-10-29,4,1,10,0,1,1,3,0.88,0.3582,22,Winter,63
2012-10-30,4,1,10,0,2,1,2,0.825455,0.213009,1096,Winter,62
2012-10-31,4,1,10,0,3,1,2,0.666667,0.166667,5566,Winter,61
2012-11-01,4,1,11,0,4,1,2,0.581667,0.157346,5986,Winter,60
2012-11-02,4,1,11,0,5,1,1,0.522083,0.266175,5847,Winter,59
2012-11-03,4,1,11,0,6,0,2,0.49125,0.270529,5138,Winter,58
2012-11-04,4,1,11,0,0,0,1,0.532917,0.179108,5107,Winter,57
2012-11-05,4,1,11,0,1,1,1,0.494167,0.236325,5259,Winter,56
2012-11-06,4,1,11,0,2,1,1,0.567083,0.173513,5686,Winter,55
2012-11-07,4,1,11,0,3,1,2,0.5475,0.304108,5035,Winter,54
2012-11-08,4,1,11,0,4,1,1,0.333478,0.347835,5315,Winter,53
2012-11-09,4,1,11,0,5,1,1,0.540833,0.214558,5992,Winter,52
2012-11-10,4,1,11,0,6,0,1,0.645417,0.0578458,6536,Winter,51
2012-11-11,4,1,11,0,0,0,1,0.659167,0.1275,6852,Winter,50
2012-11-12,4,1,11,1,1,0,1,0.741667,0.173517,6269,Winter,49
2012-11-13,4,1,11,0,2,1,2,0.662917,0.342046,4094,Winter,48
2012-11-14,4,1,11,0,3,1,1,0.552083,0.199625,5495,Winter,47
2012-11-15,4,1,11,0,4,1,2,0.620417,0.152987,5445,Winter,46
2012-11-16,4,1,11,0,5,1,1,0.524583,0.171025,5698,Winter,45
2012-11-17,4,1,11,0,6,0,1,0.545417,0.179729,5629,Winter,44
2012-11-18,4,1,11,0,0,0,1,0.692917,0.227612,4669,Winter,43
2012-11-19,4,1,11,0,1,1,2,0.623333,0.235067,5499,Winter,42
2012-11-20,4,1,11,0,2,1,2,0.685,0.082725,5634,Winter,41
2012-11-21,4,1,11,0,3,1,1,0.61375,0.103246,5146,Winter,40
2012-11-22,4,1,11,1,4,0,1,0.580417,0.0528708,2425,Winter,39
2012-11-23,4,1,11,0,5,1,1,0.56875,0.148021,3910,Winter,38
2012-11-24,4,1,11,0,6,0,1,0.404583,0.376871,2277,Winter,37
2012-11-25,4,1,11,0,0,0,1,0.468333,0.1505,2424,Winter,36
2012-11-26,4,1,11,0,1,1,1,0.535417,0.04665,5087,Winter,35
2012-11-27,4,1,11,0,2,1,2,0.786667,0.237562,3959,Winter,34
