dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,hum,windspeed,cnt,humidity_group
2011-04-09,2,0,4,9,0,6,0,Mist,0.87,0.1045,98,Very Humid
2011-04-09,2,0,4,10,0,6,0,Mist,0.87,0.1343,133,Very Humid
2011-04-09,2,0,4,11,0,6,0,Mist,0.81,0.0,142,Very Humid
2011-04-09,2,0,4,12,0,6,0,Mist,0.81,0.1343,202,Very Humid
2011-04-09,2,0,4,13,0,6,0,Mist,0.81,0.0,222,Very Humid
2011-04-09,2,0,4,14,0,6,0,Mist,0.81,0.1343,212,Very Humid
2011-04-09,2,0,4,15,0,6,0,Mist,0.87,0.0,201,Very Humid
2011-04-09,2,0,4,16,0,6,0,Mist,0.82,0.0,191,Very Humid
2011-04-09,2,0,4,17,0,6,0,Mist,0.82,0.0896,257,Very Humid
2011-04-09,2,0,4,18,0,6,0,Mist,0.82,0.1045,177,Very Humid
2011-04-09,2,0,4,19,0,6,0,Mist,0.82,0.1343,130,Very Humid
2011-04-09,2,0,4,20,0,6,0,Mist,0.87,0.1642,93,Very Humid
2011-04-09,2,0,4,21,0,6,0,Mist,0.93,0.1343,75,Very Humid
2011-04-09,2,0,4,22,0,6,0,Mist,0.93,0.1343,87,Very Humid
2011-04-09,2,0,4,23,0,6,0,Mist,0.87,0.0896,57,Very Humid
2011-04-10,2,0,4,0,0,0,0,Mist,0.87,0.0896,53,Very Humid
2011-04-10,2,0,4,1,0,0,0,Mist,0.87,0.1343,37,Very Humid
2011-04-10,2,0,4,2,0,0,0,Mist,0.87,0.0896,36,Very Humid
2011-04-10,2,0,4,3,0,0,0,Mist,0.87,0.1343,16,Very Humid
2011-04-10,2,0,4,4,0,0,0,Mist,0.93,0.1045,5,Very Humid
2011-04-10,2,0,4,5,0,0,0,Mist,0.93,0.0896,4,Very Humid
2011-04-10,2,0,4,6,0,0,0,Mist,0.93,0.0896,4,Very Humid
2011-04-10,2,0,4,7,0,0,0,Mist,1.0,0.0896,10,Very Humid
2011-04-10,2,0,4,8,0,0,0,Mist,0.94,0.0896,55,Very Humid
2011-04-10,2,0,4,9,0,0,0,Mist,0.94,0.1343,81,Very Humid
2011-04-10,2,0,4,10,0,0,0,Mist,0.87,0.0,150,Very Humid
2011-04-10,2,0,4,11,0,0,0,Mist,0.87,0.1343,202,Very Humid
2011-04-10,2,0,4,12,0,0,0,Mist,0.88,0.1343,230,Very Humid
2011-04-10,2,0,4,13,0,0,0,Clear,0.82,0.1045,263,Very Humid
2011-04-10,2,0,4,14,0,0,0,Clear,0.72,0.194,281,Humid
2011-04-10,2,0,4,15,0,0,0,Clear,0.77,0.2239,297,Humid
2011-04-10,2,0,4,16,0,0,0,Mist,0.72,0.1642,288,Humid
2011-04-10,2,0,4,17,0,0,0,Mist,0.72,0.194,236,Humid
2011-04-10,2,0,4,18,0,0,0,Clear,0.77,0.194,240,Humid
2011-04-10,2,0,4,19,0,0,0,Clear,0.77,0.194,131,Humid
2011-04-10,2,0,4,20,0,0,0,Clear,0.82,0.1343,92,Very Humid
2011-04-10,2,0,4,21,0,0,0,Clear,0.88,0.194,95,Very Humid
2011-04-10,2,0,4,22,0,0,0,Clear,0.94,0.2537,57,Very Humid
2011-04-10,2,0,4,23,0,0,0,Clear,0.88,0.3582,32,Very Humid
2011-04-11,2,0,4,0,0,1,1,Clear,0.88,0.3284,23,Very Humid
2011-04-11,2,0,4,1,0,1,1,Clear,0.94,0.2836,4,Very Humid
2011-04-11,2,0,4,2,0,1,1,Clear,0.94,0.2836,9,Very Humid
2011-04-11,2,0,4,4,0,1,1,Clear,0.94,0.194,1,Very Humid
2011-04-11,2,0,4,5,0,1,1,Clear,0.94,0.194,13,Very Humid
2011-04-11,2,0,4,6,0,1,1,Mist,1.0,0.2239,61,Very Humid
2011-04-11,2,0,4,7,0,1,1,Mist,0.88,0.2239,176,Very Humid
2011-04-11,2,0,4,8,0,1,1,Mist,0.88,0.2836,314,Very Humid
2011-04-11,2,0,4,9,0,1,1,Mist,0.83,0.2836,165,Very Humid
2011-04-11,2,0,4,10,0,1,1,Mist,0.83,0.2985,96,Very Humid
2011-04-11,2,0,4,11,0,1,1,Mist,0.73,0.2985,104,Humid
2011-04-11,2,0,4,12,0,1,1,Mist,0.73,0.3284,134,Humid
2011-04-11,2,0,4,13,0,1,1,Mist,0.69,0.4179,139,Humid
2011-04-11,2,0,4,14,0,1,1,Mist,0.54,0.3582,145,Normal
2011-04-11,2,0,4,15,0,1,1,Clear,0.48,0.5224,141,Normal
2011-04-11,2,0,4,16,0,1,1,Clear,0.48,0.5224,235,Normal
2011-04-11,2,0,4,17,0,1,1,Clear,0.48,0.5224,452,Normal
2011-04-11,2,0,4,18,0,1,1,Clear,0.51,0.3881,383,Normal
2011-04-11,2,0,4,19,0,1,1,Clear,0.51,0.4478,284,Normal
2011-04-11,2,0,4,20,0,1,1,Clear,0.57,0.5224,166,Normal
2011-04-11,2,0,4,21,0,1,1,Clear,0.61,0.2537,158,Humid
2011-04-11,2,0,4,22,0,1,1,Mist,0.5,0.2836,91,Normal
2011-04-11,2,0,4,23,0,1,1,Light snow,0.6,0.0,54,Normal
2011-04-12,2,0,4,0,0,2,1,Mist,0.5,0.1045,24,Normal
2011-04-12,2,0,4,1,0,2,1,Mist,0.5,0.0896,13,Normal
2011-04-12,2,0,4,2,0,2,1,Mist,0.53,0.1343,14,Normal
2011-04-12,2,0,4,3,0,2,1,Mist,0.56,0.1343,1,Normal
2011-04-12,2,0,4,4,0,2,1,Mist,0.64,0.1343,6,Humid
2011-04-12,2,0,4,5,0,2,1,Mist,0.68,0.1343,16,Humid
2011-04-12,2,0,4,6,0,2,1,Mist,0.68,0.2836,58,Humid
2011-04-12,2,0,4,7,0,2,1,Mist,0.68,0.2239,189,Humid
2011-04-12,2,0,4,8,0,2,1,Light snow,0.88,0.3881,226,Very Humid
2011-04-12,2,0,4,9,0,2,1,Light snow,0.94,0.4925,54,Very Humid
2011-04-12,2,0,4,10,0,2,1,Light snow,0.82,0.4179,40,Very Humid
2011-04-12,2,0,4,11,0,2,1,Clear,0.77,0.3582,49,Humid
2011-04-12,2,0,4,12,0,2,1,Mist,0.64,0.4627,92,Humid
2011-04-12,2,0,4,13,0,2,1,Light snow,0.68,0.2836,106,Humid
2011-04-12,2,0,4,14,0,2,1,Mist,0.82,0.2836,44,Very Humid
2011-04-12,2,0,4,15,0,2,1,Mist,0.77,0.5224,78,Humid
2011-04-12,2,0,4,16,0,2,1,Mist,0.77,0.3881,99,Humid
2011-04-12,2,0,4,17,0,2,1,Light snow,0.77,0.2239,291,Humid
2011-04-12,2,0,4,18,0,2,1,Light snow,0.77,0.2239,224,Humid
2011-04-12,2,0,4,19,0,2,1,Mist,0.82,0.2836,130,Very Humid
2011-04-12,2,0,4,20,0,2,1,Mist,0.82,0.2836,103,Very Humid
2011-04-12,2,0,4,21,0,2,1,Mist,0.82,0.194,84,Very Humid
2011-04-12,2,0,4,22,0,2,1,Mist,0.94,0.2985,54,Very Humid
2011-04-12,2,0,4,23,0,2,1,Mist,0.94,0.2537,39,Very Humid
2011-04-13,2,0,4,0,0,3,1,Mist,1.0,0.2985,15,Very Humid
2011-04-13,2,0,4,1,0,3,1,Mist,1.0,0.2985,1,Very Humid
2011-04-13,2,0,4,2,0,3,1,Light snow,1.0,0.2985,2,Very Humid
2011-04-13,2,0,4,3,0,3,1,Light snow,0.94,0.3284,2,Very Humid
2011-04-13,2,0,4,4,0,3,1,Light snow,0.94,0.3284,3,Very Humid
2011-04-13,2,0,4,5,0,3,1,Light snow,0.94,0.2537,5,Very Humid
2011-04-13,2,0,4,6,0,3,1,Light snow,0.94,0.2239,34,Very Humid
2011-04-13,2,0,4,7,0,3,1,Light snow,1.0,0.2239,70,Very Humid
2011-04-13,2,0,4,8,0,3,1,Light snow,0.94,0.194,164,Very Humid
2011-04-13,2,0,4,9,0,3,1,Mist,0.94,0.2239,65,Very Humid
2011-04-13,2,0,4,10,0,3,1,Mist,0.87,0.194,46,Very Humid
2011-04-13,2,0,4,11,0,3,1,Mist,0.82,0.194,61,Very Humid
2011-04-13,2,0,4,12,0,3,1,Light snow,0.82,0.2537,95,Very Humid
2011-04-13,2,0,4,13,0,3,1,Mist,0.77,0.194,61,Humid
2011-04-13,2,0,4,14,0,3,1,Mist,0.77,0.2537,106,Humid
2011-04-13,2,0,4,15,0,3,1,Mist,0.72,0.2836,81,Humid
2011-04-13,2,0,4,16,0,3,1,Clear,0.67,0.2836,142,Humid
2011-04-13,2,0,4,17,0,3,1,Clear,0.67,0.2985,309,Humid
2011-04-13,2,0,4,18,0,3,1,Clear,0.62,0.3881,321,Humid
2011-04-13,2,0,4,19,0,3,1,Clear,0.62,0.2537,175,Humid
2011-04-13,2,0,4,20,0,3,1,Clear,0.62,0.2537,126,Humid
2011-04-13,2,0,4,21,0,3,1,Clear,0.67,0.1642,117,Humid
2011-04-13,2,0,4,22,0,3,1,Clear,0.67,0.194,99,Humid
2011-04-13,2,0,4,23,0,3,1,Clear,0.71,0.1343,62,Humid
2011-04-14,2,0,4,0,0,4,1,Clear,0.76,0.1343,21,Humid
2011-04-14,2,0,4,1,0,4,1,Clear,0.76,0.2239,10,Humid
2011-04-14,2,0,4,2,0,4,1,Clear,0.76,0.1343,3,Humid
2011-04-14,2,0,4,3,0,4,1,Clear,0.81,0.1343,2,Very Humid
2011-04-14,2,0,4,4,0,4,1,Clear,0.76,0.0,9,Humid
2011-04-14,2,0,4,5,0,4,1,Clear,0.76,0.0896,14,Humid
2011-04-14,2,0,4,6,0,4,1,Clear,0.76,0.1045,70,Humid
2011-04-14,2,0,4,7,0,4,1,Clear,0.66,0.0,193,Humid
2011-04-14,2,0,4,8,0,4,1,Clear,0.58,0.1642,337,Normal
2011-04-14,2,0,4,9,0,4,1,Clear,0.51,0.1343,170,Normal
2011-04-14,2,0,4,10,0,4,1,Clear,0.51,0.194,89,Normal
2011-04-14,2,0,4,11,0,4,1,Clear,0.45,0.1642,115,Normal
2011-04-14,2,0,4,12,0,4,1,Clear,0.42,0.1343,145,Normal
2011-04-14,2,0,4,13,0,4,1,Clear,0.37,0.2239,159,Dry
2011-04-14,2,0,4,14,0,4,1,Clear,0.35,0.0896,137,Dry
2011-04-14,2,0,4,15,0,4,1,Clear,0.31,0.0896,142,Dry
2011-04-14,2,0,4,16,0,4,1,Clear,0.26,0.1045,202,Dry
2011-04-14,2,0,4,17,0,4,1,Clear,0.28,0.0,388,Dry
2011-04-14,2,0,4,18,0,4,1,Clear,0.3,0.0,337,Dry
2011-04-14,2,0,4,19,0,4,1,Clear,0.32,0.0,259,Dry
2011-04-14,2,0,4,20,0,4,1,Clear,0.51,0.194,169,Normal
2011-04-14,2,0,4,21,0,4,1,Clear,0.63,0.1343,145,Humid
2011-04-14,2,0,4,22,0,4,1,Clear,0.55,0.1045,104,Normal
2011-04-14,2,0,4,23,0,4,1,Clear,0.59,0.1045,47,Normal
2011-04-15,2,0,4,0,1,5,0,Clear,0.67,0.0,27,Humid
2011-04-15,2,0,4,1,1,5,0,Clear,0.62,0.0,15,Humid
2011-04-15,2,0,4,2,1,5,0,Clear,0.76,0.0,18,Humid
2011-04-15,2,0,4,3,1,5,0,Clear,0.76,0.0,3,Humid
2011-04-15,2,0,4,4,1,5,0,Clear,0.82,0.0896,3,Very Humid
2011-04-15,2,0,4,5,1,5,0,Clear,0.81,0.1045,13,Very Humid
2011-04-15,2,0,4,6,1,5,0,Clear,0.81,0.0896,47,Very Humid
2011-04-15,2,0,4,7,1,5,0,Clear,0.71,0.1642,149,Humid
2011-04-15,2,0,4,8,1,5,0,Clear,0.62,0.2985,300,Humid
2011-04-15,2,0,4,9,1,5,0,Clear,0.55,0.194,178,Normal
2011-04-15,2,0,4,10,1,5,0,Clear,0.55,0.194,122,Normal
2011-04-15,2,0,4,11,1,5,0,Clear,0.55,0.194,136,Normal
2011-04-15,2,0,4,12,1,5,0,Clear,0.55,0.2836,200,Normal
2011-04-15,2,0,4,13,1,5,0,Clear,0.52,0.2537,180,Normal
2011-04-15,2,0,4,14,1,5,0,Clear,0.52,0.2537,163,Normal
2011-04-15,2,0,4,15,1,5,0,Clear,0.52,0.4478,162,Normal
2011-04-15,2,0,4,16,1,5,0,Clear,0.55,0.4925,243,Normal
2011-04-15,2,0,4,17,1,5,0,Mist,0.63,0.3881,331,Humid
2011-04-15,2,0,4,18,1,5,0,Mist,0.67,0.3881,263,Humid
2011-04-15,2,0,4,19,1,5,0,Clear,0.77,0.3881,209,Humid
2011-04-15,2,0,4,20,1,5,0,Mist,0.76,0.3284,118,Humid
2011-04-15,2,0,4,21,1,5,0,Mist,0.76,0.2985,102,Humid
2011-04-15,2,0,4,22,1,5,0,Mist,0.82,0.3881,80,Very Humid
2011-04-15,2,0,4,23,1,5,0,Mist,0.81,0.194,64,Very Humid
2011-04-16,2,0,4,0,0,6,0,Mist,0.81,0.2239,43,Very Humid
2011-04-16,2,0,4,1,0,6,0,Mist,0.87,0.2836,33,Very Humid
2011-04-16,2,0,4,2,0,6,0,Mist,0.87,0.1343,24,Very Humid
2011-04-16,2,0,4,3,0,6,0,Mist,0.87,0.1642,14,Very Humid
2011-04-16,2,0,4,4,0,6,0,Mist,0.87,0.2239,5,Very Humid
2011-04-16,2,0,4,5,0,6,0,Mist,0.87,0.2836,4,Very Humid
2011-04-16,2,0,4,6,0,6,0,Light snow,0.82,0.3284,10,Very Humid
2011-04-16,2,0,4,7,0,6,0,Mist,0.82,0.4179,21,Very Humid
2011-04-16,2,0,4,8,0,6,0,Light snow,0.87,0.3582,45,Very Humid
2011-04-16,2,0,4,9,0,6,0,Light snow,1.0,0.2985,29,Very Humid
2011-04-16,2,0,4,10,0,6,0,Light snow,0.94,0.3881,22,Very Humid
2011-04-16,2,0,4,11,0,6,0,Light snow,0.94,0.4478,31,Very Humid
2011-04-16,2,0,4,12,0,6,0,Mist,0.88,0.5821,32,Very Humid
2011-04-16,2,0,4,13,0,6,0,Light snow,0.94,0.5224,58,Very Humid
2011-04-16,2,0,4,14,0,6,0,Light snow,0.83,0.5821,63,Very Humid
2011-04-16,2,0,4,15,0,6,0,Light snow,0.83,0.5821,78,Very Humid
2011-04-16,2,0,4,16,0,6,0,Light snow,0.88,0.4627,33,Very Humid
2011-04-16,2,0,4,17,0,6,0,Light snow,0.88,0.5821,15,Very Humid
2011-04-16,2,0,4,18,0,6,0,Mist,0.94,0.3881,38,Very Humid
2011-04-16,2,0,4,19,0,6,0,Mist,0.94,0.4179,71,Very Humid
2011-04-16,2,0,4,20,0,6,0,Light snow,0.94,0.2239,53,Very Humid
2011-04-16,2,0,4,21,0,6,0,Mist,0.94,0.0,14,Very Humid
2011-04-16,2,0,4,22,0,6,0,Light snow,1.0,0.0,24,Very Humid
2011-04-16,2,0,4,23,0,6,0,Mist,0.77,0.2836,35,Humid
2011-04-17,2,0,4,0,0,0,0,Mist,0.77,0.2836,33,Humid
2011-04-17,2,0,4,1,0,0,0,Clear,0.67,0.2239,31,Humid
2011-04-17,2,0,4,2,0,0,0,Clear,0.62,0.194,29,Humid
2011-04-17,2,0,4,3,0,0,0,Clear,0.66,0.1343,25,Humid
2011-04-17,2,0,4,4,0,0,0,Clear,0.76,0.1045,7,Humid
2011-04-17,2,0,4,5,0,0,0,Clear,0.71,0.1642,3,Humid
2011-04-17,2,0,4,6,0,0,0,Clear,0.66,0.4478,8,Humid
2011-04-17,2,0,4,7,0,0,0,Clear,0.5,0.3582,16,Normal
2011-04-17,2,0,4,8,0,0,0,Clear,0.46,0.3881,43,Normal
2011-04-17,2,0,4,9,0,0,0,Clear,0.43,0.2836,102,Normal
2011-04-17,2,0,4,10,0,0,0,Clear,0.44,0.4478,211,Normal
2011-04-17,2,0,4,11,0,0,0,Clear,0.41,0.4179,304,Normal
2011-04-17,2,0,4,12,0,0,0,Clear,0.38,0.3881,354,Dry
2011-04-17,2,0,4,13,0,0,0,Clear,0.34,0.3881,343,Dry
2011-04-17,2,0,4,14,0,0,0,Clear,0.34,0.3881,361,Dry
2011-04-17,2,0,4,15,0,0,0,Clear,0.32,0.5224,388,Dry
2011-04-17,2,0,4,16,0,0,0,Clear,0.3,0.3582,343,Dry
2011-04-17,2,0,4,17,0,0,0,Clear,0.3,0.4478,306,Dry
2011-04-17,2,0,4,18,0,0,0,Clear,0.3,0.3881,277,Dry
2011-04-17,2,0,4,19,0,0,0,Clear,0.3,0.2985,210,Dry
2011-04-17,2,0,4,20,0,0,0,Clear,0.36,0.194,141,Dry
2011-04-17,2,0,4,21,0,0,0,Clear,0.42,0.194,83,Normal
2011-04-17,2,0,4,22,0,0,0,Clear,0.39,0.1045,70,Dry
2011-04-17,2,0,4,23,0,0,0,Clear,0.67,0.1642,56,Humid
2011-04-18,2,0,4,0,0,1,1,Clear,0.47,0.0896,39,Normal
2011-04-18,2,0,4,1,0,1,1,Clear,0.47,0.1343,19,Normal
2011-04-18,2,0,4,2,0,1,1,Clear,0.67,0.1045,16,Humid
2011-04-18,2,0,4,3,0,1,1,Clear,0.62,0.1045,7,Humid
2011-04-18,2,0,4,4,0,1,1,Clear,0.87,0.1642,6,Very Humid
2011-04-18,2,0,4,5,0,1,1,Clear,0.76,0.0896,16,Humid
2011-04-18,2,0,4,6,0,1,1,Clear,0.82,0.0,54,Very Humid
2011-04-18,2,0,4,7,0,1,1,Clear,0.63,0.0,168,Humid
2011-04-18,2,0,4,8,0,1,1,Clear,0.63,0.0,297,Humid
2011-04-18,2,0,4,9,0,1,1,Mist,0.55,0.1045,169,Normal
2011-04-18,2,0,4,10,0,1,1,Mist,0.55,0.1045,109,Normal
2011-04-18,2,0,4,11,0,1,1,Mist,0.52,0.0896,123,Normal
2011-04-18,2,0,4,12,0,1,1,Mist,0.49,0.0896,184,Normal
2011-04-18,2,0,4,13,0,1,1,Mist,0.49,0.1642,169,Normal
2011-04-18,2,0,4,14,0,1,1,Mist,0.49,0.194,144,Normal
2011-04-18,2,0,4,15,0,1,1,Mist,0.43,0.194,176,Normal
2011-04-18,2,0,4,16,0,1,1,Clear,0.46,0.2836,205,Normal
2011-04-18,2,0,4,17,0,1,1,Clear,0.49,0.2836,428,Normal
2011-04-18,2,0,4,18,0,1,1,Clear,0.31,0.3582,362,Dry
2011-04-18,2,0,4,19,0,1,1,Clear,0.46,0.2537,286,Normal
2011-04-18,2,0,4,20,0,1,1,Clear,0.33,0.2985,165,Dry
2011-04-18,2,0,4,21,0,1,1,Clear,0.37,0.2836,151,Dry
2011-04-18,2,0,4,22,0,1,1,Clear,0.55,0.2836,90,Normal
2011-04-18,2,0,4,23,0,1,1,Clear,0.59,0.2537,46,Normal
2011-04-19,2,0,4,0,0,2,1,Clear,0.55,0.2239,25,Normal
2011-04-19,2,0,4,1,0,2,1,Clear,0.63,0.2239,7,Humid
2011-04-19,2,0,4,2,0,2,1,Clear,0.67,0.2836,13,Humid
2011-04-19,2,0,4,3,0,2,1,Clear,0.63,0.2239,3,Humid
2011-04-19,2,0,4,4,0,2,1,Clear,0.67,0.0896,5,Humid
2011-04-19,2,0,4,5,0,2,1,Mist,0.72,0.194,18,Humid
2011-04-19,2,0,4,6,0,2,1,Mist,0.67,0.0,65,Humid
2011-04-19,2,0,4,7,0,2,1,Mist,0.55,0.0,188,Normal
2011-04-19,2,0,4,8,0,2,1,Mist,0.68,0.1343,351,Humid
2011-04-19,2,0,4,9,0,2,1,Light snow,0.63,0.0896,162,Humid
2011-04-19,2,0,4,10,0,2,1,Mist,0.72,0.2239,75,Humid
2011-04-19,2,0,4,11,0,2,1,Mist,0.68,0.1642,72,Humid
2011-04-19,2,0,4,12,0,2,1,Mist,0.64,0.0896,103,Humid
2011-04-19,2,0,4,13,0,2,1,Mist,0.68,0.2239,129,Humid
2011-04-19,2,0,4,14,0,2,1,Mist,0.64,0.194,107,Humid
2011-04-19,2,0,4,15,0,2,1,Mist,0.65,0.1642,127,Humid
2011-04-19,2,0,4,16,0,2,1,Clear,0.52,0.2985,192,Normal
2011-04-19,2,0,4,17,0,2,1,Clear,0.6,0.1045,411,Normal
2011-04-19,2,0,4,18,0,2,1,Mist,0.64,0.1343,421,Humid
2011-04-19,2,0,4,19,0,2,1,Mist,0.72,0.194,276,Humid
2011-04-19,2,0,4,20,0,2,1,Mist,0.72,0.2239,168,Humid
2011-04-19,2,0,4,21,0,2,1,Mist,0.72,0.1343,122,Humid
2011-04-19,2,0,4,22,0,2,1,Clear,0.77,0.0896,112,Humid
2011-04-19,2,0,4,23,0,2,1,Clear,0.88,0.0896,52,Very Humid
2011-04-20,2,0,4,0,0,3,1,Clear,0.88,0.1343,33,Very Humid
2011-04-20,2,0,4,1,0,3,1,Clear,0.94,0.1642,7,Very Humid
2011-04-20,2,0,4,2,0,3,1,Clear,0.94,0.1642,2,Very Humid
2011-04-20,2,0,4,3,0,3,1,Clear,0.94,0.0,2,Very Humid
2011-04-20,2,0,4,4,0,3,1,Clear,1.0,0.1045,9,Very Humid
2011-04-20,2,0,4,5,0,3,1,Clear,0.94,0.194,15,Very Humid
2011-04-20,2,0,4,6,0,3,1,Clear,0.94,0.1642,64,Very Humid
2011-04-20,2,0,4,7,0,3,1,Clear,0.94,0.0,237,Very Humid
2011-04-20,2,0,4,8,0,3,1,Clear,0.69,0.4627,396,Humid
2011-04-20,2,0,4,9,0,3,1,Clear,0.61,0.2836,197,Humid
2011-04-20,2,0,4,10,0,3,1,Clear,0.69,0.0896,131,Humid
2011-04-20,2,0,4,11,0,3,1,Clear,0.69,0.0896,118,Humid
2011-04-20,2,0,4,12,0,3,1,Clear,0.48,0.3881,145,Normal
2011-04-20,2,0,4,13,0,3,1,Clear,0.48,0.3881,177,Normal
2011-04-20,2,0,4,14,0,3,1,Clear,0.4,0.4627,148,Dry
2011-04-20,2,0,4,15,0,3,1,Mist,0.35,0.3582,145,Dry
2011-04-20,2,0,4,16,0,3,1,Mist,0.35,0.3582,255,Dry
2011-04-20,2,0,4,17,0,3,1,Mist,0.37,0.4179,432,Dry
2011-04-20,2,0,4,18,0,3,1,Clear,0.3,0.3582,441,Dry
2011-04-20,2,0,4,19,0,3,1,Clear,0.32,0.2537,383,Dry
2011-04-20,2,0,4,20,0,3,1,Clear,0.32,0.1045,225,Dry
2011-04-20,2,0,4,21,0,3,1,Clear,0.36,0.2836,172,Dry
2011-04-20,2,0,4,22,0,3,1,Clear,0.41,0.2537,117,Normal
2011-04-20,2,0,4,23,0,3,1,Clear,0.4,0.3284,93,Dry
2011-04-21,2,0,4,0,0,4,1,Clear,0.43,0.3582,44,Normal
2011-04-21,2,0,4,1,0,4,1,Clear,0.45,0.2239,26,Normal
2011-04-21,2,0,4,2,0,4,1,Clear,0.42,0.3881,13,Normal
2011-04-21,2,0,4,3,0,4,1,Mist,0.51,0.4627,7,Normal
2011-04-21,2,0,4,4,0,4,1,Mist,0.54,0.4478,6,Normal
2011-04-21,2,0,4,5,0,4,1,Mist,0.54,0.5522,14,Normal
2011-04-21,2,0,4,6,0,4,1,Mist,0.58,0.5821,75,Normal
2011-04-21,2,0,4,7,0,4,1,Mist,0.47,0.4627,198,Normal
2011-04-21,2,0,4,8,0,4,1,Mist,0.5,0.4925,365,Normal
2011-04-21,2,0,4,9,0,4,1,Mist,0.47,0.2836,196,Normal
2011-04-21,2,0,4,10,0,4,1,Clear,0.44,0.3582,98,Normal
2011-04-21,2,0,4,11,0,4,1,Clear,0.41,0.2836,133,Normal
2011-04-21,2,0,4,12,0,4,1,Clear,0.38,0.1642,199,Dry
2011-04-21,2,0,4,13,0,4,1,Clear,0.33,0.3284,177,Dry
2011-04-21,2,0,4,14,0,4,1,Clear,0.34,0.3881,228,Dry
2011-04-21,2,0,4,15,0,4,1,Clear,0.29,0.4179,235,Dry
2011-04-21,2,0,4,16,0,4,1,Clear,0.27,0.3582,294,Dry
2011-04-21,2,0,4,17,0,4,1,Clear,0.29,0.1642,481,Dry
2011-04-21,2,0,4,18,0,4,1,Clear,0.25,0.2836,452,Dry
2011-04-21,2,0,4,19,0,4,1,Clear,0.28,0.2836,324,Dry
2011-04-21,2,0,4,20,0,4,1,Clear,0.3,0.1343,204,Dry
2011-04-21,2,0,4,21,0,4,1,Clear,0.47,0.194,184,Normal
2011-04-21,2,0,4,22,0,4,1,Clear,0.38,0.0896,137,Dry
2011-04-21,2,0,4,23,0,4,1,Clear,0.43,0.1045,99,Normal
2011-04-22,2,0,4,0,0,5,1,Clear,0.62,0.194,33,Humid
2011-04-22,2,0,4,1,0,5,1,Clear,0.53,0.2537,24,Normal
2011-04-22,2,0,4,2,0,5,1,Clear,0.53,0.2985,9,Normal
2011-04-22,2,0,4,3,0,5,1,Clear,0.53,0.2985,2,Normal
2011-04-22,2,0,4,4,0,5,1,Clear,0.53,0.2836,3,Normal
2011-04-22,2,0,4,5,0,5,1,Clear,0.53,0.2239,16,Normal
2011-04-22,2,0,4,6,0,5,1,Clear,0.53,0.2836,49,Normal
2011-04-22,2,0,4,7,0,5,1,Mist,0.53,0.2836,180,Normal
2011-04-22,2,0,4,8,0,5,1,Mist,0.53,0.2537,346,Normal
2011-04-22,2,0,4,9,0,5,1,Light snow,0.61,0.2985,195,Humid
2011-04-22,2,0,4,10,0,5,1,Mist,0.62,0.194,136,Humid
2011-04-22,2,0,4,11,0,5,1,Light snow,0.66,0.194,106,Humid
2011-04-22,2,0,4,12,0,5,1,Light snow,0.76,0.1343,80,Humid
2011-04-22,2,0,4,13,0,5,1,Light snow,0.87,0.194,40,Very Humid
2011-04-22,2,0,4,14,0,5,1,Light snow,0.87,0.2537,36,Very Humid
2011-04-22,2,0,4,15,0,5,1,Light snow,0.87,0.194,75,Very Humid
2011-04-22,2,0,4,16,0,5,1,Light snow,0.87,0.1343,62,Very Humid
2011-04-22,2,0,4,17,0,5,1,Light snow,0.93,0.2239,69,Very Humid
2011-04-22,2,0,4,18,0,5,1,Light snow,0.93,0.2239,51,Very Humid
2011-04-22,2,0,4,19,0,5,1,Light snow,0.93,0.2239,55,Very Humid
2011-04-22,2,0,4,20,0,5,1,Light snow,0.87,0.2239,47,Very Humid
2011-04-22,2,0,4,21,0,5,1,Light snow,0.93,0.1642,28,Very Humid
2011-04-22,2,0,4,22,0,5,1,Light snow,1.0,0.1343,24,Very Humid
2011-04-22,2,0,4,23,0,5,1,Light snow,0.93,0.1045,17,Very Humid
2011-04-23,2,0,4,0,0,6,0,Mist,1.0,0.194,18,Very Humid
2011-04-23,2,0,4,1,0,6,0,Mist,1.0,0.194,16,Very Humid
2011-04-23,2,0,4,2,0,6,0,Light snow,1.0,0.1343,17,Very Humid
2011-04-23,2,0,4,3,0,6,0,Light snow,1.0,0.0896,4,Very Humid
2011-04-23,2,0,4,4,0,6,0,Light snow,1.0,0.0,5,Very Humid
2011-04-23,2,0,4,5,0,6,0,Light snow,1.0,0.0,7,Very Humid
2011-04-23,2,0,4,6,0,6,0,Mist,1.0,0.1642,11,Very Humid
2011-04-23,2,0,4,7,0,6,0,Light snow,1.0,0.1642,19,Very Humid
2011-04-23,2,0,4,8,0,6,0,Mist,1.0,0.2537,47,Very Humid
2011-04-23,2,0,4,9,0,6,0,Mist,0.94,0.2985,68,Very Humid
2011-04-23,2,0,4,10,0,6,0,Mist,0.88,0.2239,129,Very Humid
2011-04-23,2,0,4,11,0,6,0,Mist,0.88,0.2239,232,Very Humid
2011-04-23,2,0,4,12,0,6,0,Clear,0.83,0.4179,291,Very Humid
2011-04-23,2,0,4,13,0,6,0,Clear,0.83,0.3881,312,Very Humid
2011-04-23,2,0,4,14,0,6,0,Clear,0.78,0.3582,391,Humid
2011-04-23,2,0,4,15,0,6,0,Clear,0.73,0.3881,397,Humid
